timestamp,event
2025-12-08T16:18:40.303402,EYE_OPEN
2025-12-08T16:18:40.378014,EYE_OPEN
2025-12-08T16:18:40.456170,EYE_OPEN
2025-12-08T16:18:40.528713,EYE_OPEN
2025-12-08T16:18:40.605199,EYE_OPEN
2025-12-08T16:18:40.684025,EYE_OPEN
2025-12-08T16:18:40.759155,EYE_OPEN
2025-12-08T16:18:40.839883,EYE_CLOSED
2025-12-08T16:18:40.913163,EYE_CLOSED
2025-12-08T16:18:40.991496,EYE_OPEN
2025-12-08T16:18:41.067404,EYE_OPEN
2025-12-08T16:18:41.145269,EYE_OPEN
2025-12-08T16:18:41.281370,EYE_CLOSED
2025-12-08T16:18:41.361385,EYE_OPEN
2025-12-08T16:18:41.439149,EYE_OPEN
2025-12-08T16:18:41.512988,EYE_CLOSED
2025-12-08T16:18:41.591013,EYE_CLOSED
2025-12-08T16:18:41.673858,EYE_OPEN
2025-12-08T16:18:41.744781,EYE_OPEN
2025-12-08T16:18:41.818349,EYE_OPEN
2025-12-08T16:18:41.895919,EYE_OPEN
2025-12-08T16:18:41.972612,EYE_OPEN
2025-12-08T16:18:42.052416,EYE_OPEN
2025-12-08T16:18:42.124590,EYE_OPEN
2025-12-08T16:18:42.204726,EYE_CLOSED
2025-12-08T16:18:42.278418,EYE_OPEN
2025-12-08T16:18:42.354679,EYE_CLOSED
2025-12-08T16:18:42.432467,EYE_CLOSED
2025-12-08T16:18:42.505750,EYE_OPEN
2025-12-08T16:18:42.581161,EYE_CLOSED
2025-12-08T16:18:42.658172,EYE_CLOSED
2025-12-08T16:18:42.734470,EYE_CLOSED
2025-12-08T16:18:42.811003,EYE_CLOSED
2025-12-08T16:18:42.890508,EYE_CLOSED
2025-12-08T16:18:42.966717,EYE_CLOSED
2025-12-08T16:18:43.045036,EYE_CLOSED
2025-12-08T16:18:43.122508,EYE_CLOSED
2025-12-08T16:18:43.202404,EYE_CLOSED
2025-12-08T16:18:43.285458,EYE_CLOSED
2025-12-08T16:18:43.376174,EYE_CLOSED
2025-12-08T16:18:43.447233,EYE_CLOSED
2025-12-08T17:34:12.991244,EYE_CLOSED
2025-12-08T17:34:14.644331,EYE_CLOSED
2025-12-08T17:34:14.792191,EYE_OPEN
2025-12-08T17:34:14.935342,EYE_CLOSED
2025-12-08T17:34:15.086939,EYE_OPEN
2025-12-08T17:34:15.154278,EYE_OPEN
2025-12-08T17:34:15.233172,EYE_CLOSED
2025-12-08T17:34:15.313116,EYE_CLOSED
2025-12-08T17:34:15.388659,EYE_CLOSED
2025-12-08T17:34:15.464938,EYE_CLOSED
2025-12-08T17:34:15.540894,EYE_OPEN
2025-12-08T17:34:15.619906,EYE_OPEN
2025-12-08T17:34:15.692146,EYE_OPEN
2025-12-08T17:34:15.768254,EYE_CLOSED
2025-12-08T17:34:15.848161,EYE_CLOSED
2025-12-08T17:34:15.925316,EYE_CLOSED
2025-12-08T17:34:15.999705,EYE_CLOSED
2025-12-08T17:34:16.078697,EYE_OPEN
2025-12-08T17:34:16.154521,EYE_CLOSED
2025-12-08T17:34:16.233452,EYE_CLOSED
2025-12-08T17:34:16.307643,EYE_CLOSED
2025-12-08T17:34:16.381797,EYE_CLOSED
2025-12-08T17:34:16.460187,EYE_CLOSED
2025-12-08T17:34:16.538193,EYE_CLOSED
2025-12-08T17:34:16.615131,EYE_CLOSED
2025-12-08T17:34:16.689428,EYE_CLOSED
2025-12-08T17:34:16.769891,EYE_CLOSED
2025-12-08T17:34:16.843422,EYE_CLOSED
2025-12-08T17:34:16.922848,EYE_CLOSED
2025-12-08T17:34:16.997717,EYE_CLOSED
2025-12-08T17:34:17.077802,EYE_CLOSED
2025-12-08T17:34:17.152260,EYE_CLOSED
2025-12-08T17:34:17.231615,EYE_CLOSED
2025-12-08T17:34:17.307928,EYE_CLOSED
2025-12-08T17:34:17.383801,EYE_CLOSED
2025-12-08T17:34:17.461998,EYE_CLOSED
2025-12-08T17:34:17.538944,EYE_CLOSED
2025-12-08T17:34:17.618320,EYE_CLOSED
2025-12-08T17:34:17.695014,EYE_CLOSED
2025-12-08T17:34:17.784516,EYE_CLOSED
2025-12-08T17:34:17.861435,EYE_CLOSED
2025-12-08T17:34:17.938330,EYE_CLOSED
2025-12-08T17:34:18.014686,EYE_CLOSED
2025-12-08T17:34:18.090996,EYE_CLOSED
2025-12-08T17:34:18.168359,EYE_CLOSED
2025-12-08T17:34:18.246090,EYE_CLOSED
2025-12-08T17:34:18.322257,EYE_CLOSED
2025-12-08T17:34:18.397844,EYE_CLOSED
2025-12-08T17:34:18.474796,EYE_CLOSED
2025-12-08T17:34:18.551141,EYE_CLOSED
2025-12-08T17:34:18.629282,EYE_CLOSED
2025-12-08T17:34:18.631734,YAWN_WARNING
2025-12-08T17:34:18.707704,EYE_CLOSED
2025-12-08T17:34:18.785643,EYE_CLOSED
2025-12-08T17:34:18.787031,YAWN_WARNING
2025-12-08T17:34:18.858826,EYE_CLOSED
2025-12-08T17:34:18.937576,EYE_CLOSED
2025-12-08T17:34:19.018373,EYE_CLOSED
2025-12-08T17:34:19.090217,EYE_CLOSED
2025-12-08T17:34:19.168412,EYE_CLOSED
2025-12-08T17:34:19.245560,EYE_CLOSED
2025-12-08T17:34:19.322062,EYE_CLOSED
2025-12-08T17:34:19.400140,EYE_CLOSED
2025-12-08T17:34:19.474451,EYE_CLOSED
2025-12-08T17:34:19.549690,EYE_CLOSED
2025-12-08T17:34:19.629570,EYE_CLOSED
2025-12-08T17:34:19.704030,EYE_CLOSED
2025-12-08T17:34:19.782700,EYE_CLOSED
2025-12-08T17:34:19.861529,EYE_CLOSED
2025-12-08T17:34:19.939874,EYE_CLOSED
2025-12-08T17:34:20.015084,EYE_CLOSED
2025-12-08T17:34:20.090502,EYE_CLOSED
2025-12-08T17:34:20.338768,EYE_CLOSED
2025-12-08T17:34:20.420620,EYE_CLOSED
2025-12-08T17:34:20.499895,EYE_CLOSED
2025-12-08T17:34:20.588004,EYE_CLOSED
2025-12-08T17:34:20.666739,EYE_CLOSED
2025-12-08T17:34:20.741020,EYE_CLOSED
2025-12-08T17:34:20.816624,EYE_CLOSED
2025-12-08T17:34:20.895414,EYE_CLOSED
2025-12-08T17:34:20.974747,EYE_CLOSED
2025-12-08T17:34:21.048255,EYE_CLOSED
2025-12-08T17:34:21.126046,EYE_CLOSED
2025-12-08T17:34:21.204865,EYE_CLOSED
2025-12-08T17:34:21.275032,EYE_CLOSED
2025-12-08T17:34:21.358157,EYE_CLOSED
2025-12-08T17:34:21.434438,EYE_CLOSED
2025-12-08T17:34:21.510853,EYE_CLOSED
2025-12-08T17:34:21.590921,EYE_CLOSED
2025-12-08T17:34:21.666880,EYE_CLOSED
2025-12-08T17:34:21.740597,EYE_CLOSED
2025-12-08T17:34:21.816388,EYE_CLOSED
2025-12-08T17:34:21.893212,EYE_CLOSED
2025-12-08T17:34:21.969140,EYE_CLOSED
2025-12-08T17:34:22.049531,EYE_CLOSED
2025-12-08T17:34:22.124194,EYE_CLOSED
2025-12-08T17:34:22.199082,EYE_CLOSED
2025-12-08T17:34:22.277290,EYE_CLOSED
2025-12-08T17:34:22.355152,EYE_CLOSED
2025-12-08T17:34:22.429439,EYE_CLOSED
2025-12-08T17:34:22.506645,EYE_CLOSED
2025-12-08T17:34:22.583957,EYE_CLOSED
2025-12-08T17:34:22.667143,EYE_CLOSED
2025-12-08T17:34:22.740466,EYE_CLOSED
2025-12-08T17:34:22.813810,EYE_CLOSED
2025-12-08T17:34:22.893116,EYE_CLOSED
2025-12-08T17:34:22.969619,EYE_CLOSED
2025-12-08T17:34:23.044936,EYE_CLOSED
2025-12-08T17:34:23.122059,EYE_CLOSED
2025-12-08T17:34:23.204698,EYE_CLOSED
2025-12-08T17:34:23.300995,EYE_CLOSED
2025-12-08T17:34:23.387084,EYE_CLOSED
2025-12-08T17:34:23.465192,EYE_CLOSED
2025-12-08T17:34:23.539310,EYE_CLOSED
2025-12-08T17:34:23.615776,EYE_CLOSED
2025-12-08T17:34:23.691824,EYE_CLOSED
2025-12-08T17:34:23.770306,EYE_CLOSED
2025-12-08T17:34:23.844184,EYE_CLOSED
2025-12-08T17:34:23.923682,EYE_CLOSED
2025-12-08T17:34:23.999273,EYE_CLOSED
2025-12-08T17:34:24.076462,EYE_CLOSED
2025-12-08T17:34:24.151873,EYE_CLOSED
2025-12-08T17:34:24.228183,EYE_CLOSED
2025-12-08T17:34:24.305740,EYE_CLOSED
2025-12-08T17:34:24.389327,EYE_CLOSED
2025-12-08T17:34:24.473698,EYE_CLOSED
2025-12-08T17:34:24.550169,EYE_CLOSED
2025-12-08T17:34:24.629054,EYE_CLOSED
2025-12-08T17:34:24.706266,EYE_CLOSED
2025-12-08T17:34:24.784138,EYE_CLOSED
2025-12-08T17:34:24.866388,EYE_CLOSED
2025-12-08T17:34:24.952841,EYE_CLOSED
2025-12-08T17:34:25.027680,EYE_CLOSED
2025-12-08T17:34:25.103722,EYE_CLOSED
2025-12-08T17:34:25.180222,EYE_CLOSED
2025-12-08T17:34:25.258646,EYE_CLOSED
2025-12-08T17:34:25.334084,EYE_CLOSED
2025-12-08T17:34:25.409199,EYE_CLOSED
2025-12-08T17:34:25.485651,EYE_CLOSED
2025-12-08T17:34:25.563619,EYE_CLOSED
2025-12-08T17:34:25.641344,EYE_CLOSED
2025-12-08T17:34:25.717064,EYE_CLOSED
2025-12-08T17:34:25.796844,EYE_CLOSED
2025-12-08T17:34:25.874675,EYE_CLOSED
2025-12-08T17:34:25.950222,EYE_CLOSED
2025-12-08T17:34:26.026102,EYE_CLOSED
2025-12-08T17:34:26.102226,EYE_CLOSED
2025-12-08T17:34:26.180877,EYE_CLOSED
2025-12-08T17:34:26.258580,EYE_CLOSED
2025-12-08T17:34:26.337458,EYE_CLOSED
2025-12-08T17:34:26.579492,EYE_CLOSED
2025-12-08T17:34:26.669910,EYE_CLOSED
2025-12-08T17:34:26.766085,EYE_CLOSED
2025-12-08T17:34:26.848138,EYE_CLOSED
2025-12-08T17:34:26.924415,EYE_CLOSED
2025-12-08T17:34:26.998144,EYE_CLOSED
2025-12-08T17:34:27.073380,EYE_CLOSED
2025-12-08T17:34:27.149990,EYE_CLOSED
2025-12-08T17:34:27.233069,EYE_CLOSED
2025-12-08T17:34:27.331618,EYE_CLOSED
2025-12-08T17:34:27.409723,EYE_CLOSED
2025-12-08T17:34:27.479511,EYE_CLOSED
2025-12-08T17:34:27.546477,EYE_CLOSED
2025-12-08T17:34:27.615291,EYE_CLOSED
2025-12-08T17:34:27.689871,EYE_CLOSED
2025-12-08T17:34:27.762368,EYE_CLOSED
2025-12-08T17:34:27.840901,EYE_CLOSED
2025-12-08T17:34:27.907558,EYE_CLOSED
2025-12-08T17:34:27.981662,EYE_CLOSED
2025-12-08T17:34:28.051255,EYE_CLOSED
2025-12-08T17:34:28.118767,EYE_CLOSED
2025-12-08T17:34:28.184550,EYE_CLOSED
2025-12-08T17:34:28.253558,EYE_CLOSED
2025-12-08T17:34:28.318915,EYE_CLOSED
2025-12-08T17:34:28.382110,EYE_CLOSED
2025-12-08T17:34:28.452292,EYE_CLOSED
2025-12-08T17:34:28.516823,EYE_CLOSED
2025-12-08T17:34:28.581518,EYE_CLOSED
2025-12-08T17:34:28.645318,EYE_CLOSED
2025-12-08T17:34:28.717579,EYE_CLOSED
2025-12-08T17:34:28.782781,EYE_CLOSED
2025-12-08T17:34:28.848856,EYE_CLOSED
2025-12-08T17:34:28.923746,EYE_CLOSED
2025-12-08T17:34:28.996555,EYE_CLOSED
2025-12-08T17:34:29.068375,EYE_CLOSED
2025-12-08T17:34:29.136934,EYE_CLOSED
2025-12-08T17:34:29.227432,EYE_CLOSED
2025-12-08T17:34:29.303396,EYE_CLOSED
2025-12-08T17:34:29.383504,EYE_CLOSED
2025-12-08T17:34:29.470972,EYE_CLOSED
2025-12-08T17:34:29.554635,EYE_CLOSED
2025-12-08T17:34:29.624092,EYE_CLOSED
2025-12-08T17:34:29.686352,EYE_CLOSED
2025-12-08T17:34:29.747507,EYE_CLOSED
2025-12-08T17:34:29.810845,EYE_CLOSED
2025-12-08T17:34:29.874279,EYE_CLOSED
2025-12-08T17:34:29.942604,EYE_CLOSED
2025-12-08T17:34:30.009713,EYE_CLOSED
2025-12-08T17:34:30.072424,EYE_CLOSED
2025-12-08T17:34:30.137252,EYE_CLOSED
2025-12-08T17:34:30.204704,EYE_CLOSED
2025-12-08T17:34:30.272392,EYE_CLOSED
2025-12-08T17:34:30.336466,EYE_CLOSED
2025-12-08T17:34:30.401160,EYE_CLOSED
2025-12-08T17:34:30.468105,EYE_CLOSED
2025-12-08T17:34:30.540249,EYE_CLOSED
2025-12-08T17:34:30.604282,EYE_CLOSED
2025-12-08T17:34:30.671742,EYE_CLOSED
2025-12-08T17:34:30.739189,EYE_CLOSED
2025-12-08T17:34:30.803447,EYE_CLOSED
2025-12-08T17:34:30.871595,EYE_CLOSED
2025-12-08T17:34:30.937479,EYE_CLOSED
2025-12-08T17:34:31.003642,EYE_CLOSED
2025-12-08T17:34:31.067641,EYE_CLOSED
2025-12-08T17:34:31.137551,EYE_CLOSED
2025-12-08T17:34:31.207367,EYE_CLOSED
2025-12-08T17:34:31.273273,EYE_CLOSED
2025-12-08T17:34:31.335888,EYE_CLOSED
2025-12-08T17:34:31.400942,EYE_CLOSED
2025-12-08T17:34:31.466316,EYE_CLOSED
2025-12-08T17:34:31.533065,EYE_CLOSED
2025-12-08T17:34:31.599085,EYE_CLOSED
2025-12-08T17:34:31.671178,EYE_CLOSED
2025-12-08T17:34:31.751761,EYE_CLOSED
2025-12-08T17:34:31.823784,EYE_CLOSED
2025-12-08T17:34:31.887515,EYE_CLOSED
2025-12-08T17:34:31.953080,EYE_CLOSED
2025-12-08T17:34:32.203554,EYE_OPEN
2025-12-08T17:34:32.264703,EYE_CLOSED
2025-12-08T17:34:32.331956,EYE_CLOSED
2025-12-08T17:34:32.466743,EYE_CLOSED
2025-12-08T17:34:32.534234,EYE_CLOSED
2025-12-08T17:34:32.599013,EYE_CLOSED
2025-12-08T17:34:32.664560,EYE_CLOSED
2025-12-08T17:34:32.732723,EYE_CLOSED
2025-12-08T17:34:32.801376,EYE_CLOSED
2025-12-08T17:34:32.871164,EYE_CLOSED
2025-12-08T17:34:32.953959,EYE_CLOSED
2025-12-08T17:34:33.025765,EYE_CLOSED
2025-12-08T17:34:33.098155,EYE_CLOSED
2025-12-08T17:34:33.170861,EYE_CLOSED
2025-12-08T17:34:33.256612,EYE_CLOSED
2025-12-08T17:34:33.331454,EYE_CLOSED
2025-12-08T17:34:33.400146,EYE_CLOSED
2025-12-08T17:34:33.468628,EYE_CLOSED
2025-12-08T17:34:33.540937,EYE_CLOSED
2025-12-08T17:34:33.608763,EYE_CLOSED
2025-12-08T17:34:33.681988,EYE_CLOSED
2025-12-08T17:34:33.751023,EYE_CLOSED
2025-12-08T17:34:33.822384,EYE_CLOSED
2025-12-08T17:34:33.893511,EYE_CLOSED
2025-12-08T17:34:33.968827,EYE_CLOSED
2025-12-08T17:34:34.038566,EYE_CLOSED
2025-12-08T17:34:34.105519,EYE_CLOSED
2025-12-08T17:34:34.168746,EYE_CLOSED
2025-12-08T17:34:34.230709,EYE_CLOSED
2025-12-08T17:34:34.300513,EYE_CLOSED
2025-12-08T17:34:34.369142,EYE_CLOSED
2025-12-08T17:34:34.434270,EYE_CLOSED
2025-12-08T17:34:34.499715,EYE_CLOSED
2025-12-08T17:34:34.567339,EYE_CLOSED
2025-12-08T17:34:34.631165,EYE_CLOSED
2025-12-08T17:34:34.694233,EYE_CLOSED
2025-12-08T17:34:34.756296,EYE_CLOSED
2025-12-08T17:34:34.823824,EYE_CLOSED
2025-12-08T17:34:34.890320,EYE_CLOSED
2025-12-08T17:34:34.955187,EYE_CLOSED
2025-12-08T17:34:35.028655,EYE_CLOSED
2025-12-08T17:34:35.092021,EYE_CLOSED
2025-12-08T17:34:35.157624,EYE_CLOSED
2025-12-08T17:34:35.223701,EYE_CLOSED
2025-12-08T17:34:35.289749,EYE_CLOSED
2025-12-08T17:34:35.359094,EYE_CLOSED
2025-12-08T17:34:35.421986,EYE_CLOSED
2025-12-08T17:34:35.485087,EYE_CLOSED
2025-12-08T17:34:35.553472,EYE_CLOSED
2025-12-08T17:34:35.618131,EYE_CLOSED
2025-12-08T17:34:35.681705,EYE_CLOSED
2025-12-08T17:34:35.748449,EYE_CLOSED
2025-12-08T17:34:35.813121,EYE_CLOSED
2025-12-08T17:34:35.875271,EYE_CLOSED
2025-12-08T17:34:35.939907,EYE_CLOSED
2025-12-08T17:34:36.006384,EYE_CLOSED
2025-12-08T17:34:36.075473,EYE_CLOSED
2025-12-08T17:34:36.152615,EYE_CLOSED
2025-12-08T17:34:36.220473,EYE_CLOSED
2025-12-08T17:34:36.289921,EYE_CLOSED
2025-12-08T17:34:36.357872,EYE_CLOSED
2025-12-08T17:34:36.421746,EYE_CLOSED
2025-12-08T17:34:36.487745,EYE_CLOSED
2025-12-08T17:34:36.553725,EYE_CLOSED
2025-12-08T17:34:36.620545,EYE_CLOSED
2025-12-08T17:34:36.686177,EYE_CLOSED
2025-12-08T17:34:36.753983,EYE_CLOSED
2025-12-08T17:34:36.819036,EYE_CLOSED
2025-12-08T17:34:36.894722,EYE_CLOSED
2025-12-08T17:34:36.967937,EYE_CLOSED
2025-12-08T17:34:37.035148,EYE_CLOSED
2025-12-08T17:34:37.101601,EYE_CLOSED
2025-12-08T17:34:37.166705,EYE_CLOSED
2025-12-08T17:34:37.233714,EYE_CLOSED
2025-12-08T17:34:37.298936,EYE_CLOSED
2025-12-08T17:34:37.366499,EYE_CLOSED
2025-12-08T17:34:37.431266,EYE_CLOSED
2025-12-08T17:34:37.696119,EYE_CLOSED
2025-12-08T17:34:37.757260,EYE_CLOSED
2025-12-08T17:34:37.819513,EYE_CLOSED
2025-12-08T17:34:37.881618,EYE_CLOSED
2025-12-08T17:34:37.948658,EYE_CLOSED
2025-12-08T17:34:38.009354,EYE_CLOSED
2025-12-08T17:34:38.072629,EYE_CLOSED
2025-12-08T17:34:38.135886,EYE_CLOSED
2025-12-08T17:34:38.199114,EYE_CLOSED
2025-12-08T17:34:38.276459,EYE_CLOSED
2025-12-08T17:34:38.355495,EYE_CLOSED
2025-12-08T17:34:38.426338,EYE_CLOSED
2025-12-08T17:34:38.486364,EYE_CLOSED
2025-12-08T17:34:38.550347,EYE_CLOSED
2025-12-08T17:34:38.616323,EYE_CLOSED
2025-12-08T17:34:38.683932,EYE_CLOSED
2025-12-08T17:34:38.752045,EYE_CLOSED
2025-12-08T17:34:38.819183,EYE_CLOSED
2025-12-08T17:34:38.883003,EYE_CLOSED
2025-12-08T17:34:38.953478,EYE_CLOSED
2025-12-08T17:34:39.018319,EYE_CLOSED
2025-12-08T17:34:39.085675,EYE_CLOSED
2025-12-08T17:34:39.153655,EYE_CLOSED
2025-12-08T17:34:39.221579,EYE_CLOSED
2025-12-08T17:34:39.289430,EYE_CLOSED
2025-12-08T17:34:39.359738,EYE_CLOSED
2025-12-08T17:34:39.429662,EYE_CLOSED
2025-12-08T17:34:39.496158,EYE_CLOSED
2025-12-08T17:34:39.562742,EYE_CLOSED
2025-12-08T17:34:39.634459,EYE_CLOSED
2025-12-08T17:34:39.706950,EYE_CLOSED
2025-12-08T17:34:39.774372,EYE_CLOSED
2025-12-08T17:34:39.840668,EYE_CLOSED
2025-12-08T17:34:39.906922,EYE_CLOSED
2025-12-08T17:34:39.971001,EYE_CLOSED
2025-12-08T17:34:40.035009,EYE_CLOSED
2025-12-08T17:34:40.098972,EYE_CLOSED
2025-12-08T17:34:40.164479,EYE_CLOSED
2025-12-08T17:34:40.229331,EYE_CLOSED
2025-12-08T17:34:40.293936,EYE_CLOSED
2025-12-08T17:34:40.358010,EYE_CLOSED
2025-12-08T17:34:40.423602,EYE_CLOSED
2025-12-08T17:34:40.493748,EYE_CLOSED
2025-12-08T17:34:40.566933,EYE_CLOSED
2025-12-08T17:34:40.646854,EYE_CLOSED
2025-12-08T17:34:40.716963,EYE_CLOSED
2025-12-08T17:34:40.786624,EYE_CLOSED
2025-12-08T17:34:40.853252,EYE_CLOSED
2025-12-08T17:34:40.923919,EYE_CLOSED
2025-12-08T17:34:40.988488,EYE_CLOSED
2025-12-08T17:34:41.052165,EYE_CLOSED
2025-12-08T17:34:41.175695,EYE_CLOSED
2025-12-08T17:34:41.242733,EYE_CLOSED
2025-12-08T17:34:41.363076,EYE_CLOSED
2025-12-08T17:34:41.429598,EYE_CLOSED
2025-12-08T17:34:41.497097,EYE_CLOSED
2025-12-08T17:34:41.562801,EYE_CLOSED
2025-12-08T17:34:41.628452,EYE_CLOSED
2025-12-08T17:34:41.696361,EYE_CLOSED
2025-12-08T17:34:41.767352,EYE_CLOSED
2025-12-08T17:34:41.835092,EYE_CLOSED
2025-12-08T17:34:41.903398,EYE_CLOSED
2025-12-08T17:34:41.969533,EYE_CLOSED
2025-12-08T17:34:42.048551,EYE_CLOSED
2025-12-08T17:34:42.122377,EYE_CLOSED
2025-12-08T17:34:42.186498,EYE_CLOSED
2025-12-08T17:34:42.259098,EYE_CLOSED
2025-12-08T17:34:42.324814,EYE_CLOSED
2025-12-08T17:34:42.394486,EYE_CLOSED
2025-12-08T17:34:42.459572,EYE_CLOSED
2025-12-08T17:34:42.526659,EYE_CLOSED
2025-12-08T17:34:42.593604,EYE_CLOSED
2025-12-08T17:34:42.662463,EYE_CLOSED
2025-12-08T17:34:42.730131,EYE_CLOSED
2025-12-08T17:34:42.801307,EYE_CLOSED
2025-12-08T17:34:42.869447,EYE_CLOSED
2025-12-08T17:34:42.935513,EYE_CLOSED
2025-12-08T17:34:43.001557,EYE_CLOSED
2025-12-08T17:34:43.215568,EYE_CLOSED
2025-12-08T17:34:43.280841,EYE_CLOSED
2025-12-08T17:34:43.345536,EYE_CLOSED
2025-12-08T17:34:43.412279,EYE_CLOSED
